Microbe,Cytokine,Correlation,P-value,Corrected_P-value,Exceeds_Perm_Threshold
Achromobacter,IL17F,0.0023716613701742413,0.9602103608748119,0.981740867523234,False
Achromobacter,FASL,0.045305442768845024,0.34032618103392553,0.5722216429528293,False
Achromobacter,TGFA,-0.054687816783039286,0.24962623567499798,0.4789442256294531,False
Achromobacter,MIP1A,0.007562358254017269,0.873604502766607,0.9419810159237445,False
Achromobacter,SDF1A,0.05013168835048175,0.29132550055954254,0.5226363575097308,False
Achromobacter,IL27,-0.03309163038542684,0.48624346605171787,0.7031973257838255,False
Achromobacter,LIF,-0.15859938405628446,0.0007864443064198558,0.012246368998738665,True
Achromobacter,IL1B,0.0028069911697638852,0.9529145817418685,0.9781875029822429,False
Achromobacter,IL2,-0.0555211307288495,0.2424733120844218,0.4708099094993559,False
Achromobacter,IL4,0.011915058364474724,0.8020844268409398,0.9034129538830539,False
Achromobacter,IL5,-0.04547550452914675,0.33851483210373345,0.5698564233057726,False
Achromobacter,IP10,-0.009016895623426011,0.8495595150463097,0.9296351430324202,False
Achromobacter,IL6,-0.0071649466701732695,0.8801953834997751,0.9449596895665469,False
Achromobacter,IL7,-0.036021049182808615,0.4484667521077246,0.6708627074776857,False
Achromobacter,IL8,0.009338928556275316,0.8442539753205911,0.9276254668647332,False
Achromobacter,IL10,-0.06483406628711093,0.17216942762521914,0.3867045380563705,False
Achromobacter,IFNB,-0.126889693260878,0.007361042467792531,0.053553621142065515,True
Achromobacter,EOTAXIN,0.03075119252925849,0.517615370155118,0.7274953406029588,False
Achromobacter,IL12P70,-0.01360290943624436,0.77475570406894,0.8876733764192946,False
Achromobacter,IL13,0.017637581723807978,0.7106020946871384,0.851698573899973,False
Achromobacter,IL17A,0.047403229080583587,0.31841484968730926,0.549918288054922,False
Achromobacter,IL31,-0.07845006072442723,0.0983717221307202,0.27526211659512906,False
Achromobacter,IL1RA,-0.08857528040108367,0.061913729735300786,0.20809599308919027,False
Achromobacter,SCF,0.08046325633426568,0.09000905348410831,0.26163284195403286,False
Achromobacter,RANTES,-0.050013355551052165,0.29246732850259793,0.5237472282080359,False
Achromobacter,IFNG,0.016243253753369245,0.7325686887971501,0.8649733062836634,False
Achromobacter,GMCSF,-0.02762100535961256,0.5611475769629635,0.7573648430587204,False
Achromobacter,TNFA,0.017996863290142853,0.704979638149763,0.8481170147162691,False
Achromobacter,HGF,0.019861118898841675,0.6760688037355655,0.8279113375435038,False
Achromobacter,MIP1B,0.11775624478173648,0.01292831712390553,0.07833863218634478,True
Achromobacter,IFNA,0.009888109878839032,0.8352224816105813,0.9229484613515425,False
Achromobacter,TGFB,-0.04782204423699707,0.3141531385495371,0.545713064285698,False
Achromobacter,MCP1,0.053067072873475236,0.2639559361212845,0.49431565696877333,False
Achromobacter,IL9,0.0012054531640820374,0.9797697711163277,0.9899118995249316,False
Achromobacter,VEGFD,-0.10216969635743335,0.031173429818575592,0.1379286243731948,True
Achromobacter,TNFB,0.048136115314244096,0.31098191060968705,0.5429790426479446,False
Achromobacter,NGF,-0.07213522556637776,0.1286632980996034,0.32126717139460237,False
Achromobacter,EGF,0.0866272577413161,0.06789583862837036,0.220036786358921,False
Achromobacter,BDNF,0.05644491744734928,0.23471311999696956,0.46256342882503715,False
Achromobacter,TRAIL,0.04019141069050196,0.3976666282786101,0.627405965444565,False
Achromobacter,GCSF,-0.009299935499599503,0.8448960220650316,0.9280206111996748,False
Achromobacter,GROA,-0.05070052053502715,0.28587840082136146,0.5172345682604542,False
Achromobacter,IL1A,0.031880278563851665,0.5023516414599423,0.7144975445840588,False
Achromobacter,IL23,-0.02635078892878769,0.5793028529664994,0.7677826733723785,False
Achromobacter,IL12P40,0.023877685265936158,0.6154176650471763,0.792319099129563,False
Achromobacter,IL15,-0.03568807851579811,0.4526751471604963,0.674314953347556,False
Achromobacter,IL18,-0.12138970234866236,0.010377184936645193,0.0678820763805231,True
Achromobacter,MCSF,0.006203087926272492,0.8961807475904452,0.952040592432602,False
Achromobacter,MCP3,0.03894271669271967,0.4125024349159453,0.6391012416508873,False
Achromobacter,MIG,-0.007517470286569803,0.8743485191734868,0.9422089748592296,False
Achromobacter,RESISTIN,-0.11636677957435011,0.014041293849945654,0.08263825359568015,True
Achromobacter,IL21,-0.033064143013267974,0.48660587181998505,0.7032635514442769,False
Achromobacter,ICAM1,-0.05086488019765691,0.28431735974241085,0.5152206860920379,False
Achromobacter,VCAM1,0.04687291000357362,0.32386507553901633,0.5554387464620082,False
Achromobacter,FGFB,0.004188214809863738,0.9297953066146079,0.9654436625876137,False
Achromobacter,IL22,0.038191432352081,0.42158388988566087,0.6469448920443407,False
Achromobacter,PDGFBB,-0.013071023179626924,0.783339480295074,0.8928546104930237,False
Achromobacter,VEGF,0.027493514061941705,0.5629573653979608,0.7586148990505399,False
Achromobacter,LEPTIN,0.03400236736849099,0.4743185539936773,0.6930239077026339,False
Achromobacter,PAI1,0.10045041873718073,0.03414081780499855,0.14563400342781294,True
Achromobacter,CD40L,-0.053676179635212436,0.2585056290082035,0.48865742871771245,False
Achromobacter,ENA78,0.0703931938768082,0.13817829340424512,0.3364192680610147,False
Acinetobacter,IL17F,0.011958465150007813,0.801378420315471,0.9033624415583956,False
Acinetobacter,FASL,0.1624727049656746,0.000580398034558582,0.009950545782049567,True
Acinetobacter,TGFA,0.033592860026184335,0.4796606110815467,0.6982419232194164,False
Acinetobacter,MIP1A,-0.019334106528201424,0.6841957950586881,0.83464944285219,False
Acinetobacter,SDF1A,0.046270795560553954,0.33012614514789196,0.5613909847969499,False
Acinetobacter,IL27,0.03232501076964435,0.49640525198473107,0.7107360315793365,False
Acinetobacter,LIF,0.09010651924773332,0.057522678555728554,0.19861946241764344,False
Acinetobacter,IL1B,0.04852218973221335,0.3071125923175729,0.5389630053491801,False
Acinetobacter,IL2,0.10986887799962329,0.020439015666934335,0.10487566814059056,True
Acinetobacter,IL4,0.10530226974777658,0.026331671701182398,0.1235495571776564,True
Acinetobacter,IL5,0.11354509325791454,0.0165636266355809,0.09230312683638014,True
Acinetobacter,IP10,0.06105116975414141,0.19863408208817557,0.4194749973965988,False
Acinetobacter,IL6,0.10606481062083263,0.025256210769334295,0.12042897759782303,True
Acinetobacter,IL7,0.024787859747896202,0.6020116187312363,0.7826684351031851,False
Acinetobacter,IL8,0.0883498946390954,0.06258281163367017,0.20913266341854936,False
Acinetobacter,IL10,-0.027244907436357303,0.5664944836550447,0.7613985797123665,False
Acinetobacter,IFNB,0.08596650209483646,0.07002948975662583,0.22392173532948992,False
Acinetobacter,EOTAXIN,0.003534274692209905,0.9407349630470948,0.9719909093091144,False
Acinetobacter,IL12P70,0.010949668010665554,0.8178270094603222,0.9124210815126456,False
Acinetobacter,IL13,0.011539932935957058,0.8081924523844857,0.9068018661058798,False
Acinetobacter,IL17A,0.04429620471480662,0.35120273341042596,0.5835423134940131,False
Acinetobacter,IL31,0.1743272264685833,0.00021951674281615397,0.005160748573187479,True
Acinetobacter,IL1RA,0.1131800129393744,0.016917356097627918,0.09327253714229083,True
Acinetobacter,SCF,-0.025235300019488927,0.5954696971257747,0.7779141630355004,False
Acinetobacter,RANTES,0.14114301592514428,0.0028451401479711335,0.028075467045745178,True
Acinetobacter,IFNG,0.05264591892250025,0.2677703081666289,0.4989971616753082,False
Acinetobacter,GMCSF,0.07551969355260617,0.11163626590048686,0.29512209955671753,False
Acinetobacter,TNFA,0.09369099689129497,0.0482452994530679,0.17942424492996736,True
Acinetobacter,HGF,0.12219304964048941,0.009877450603461494,0.06588085794920392,True
Acinetobacter,MIP1B,0.00938518614977929,0.8434924468658695,0.9273019971149433,False
Acinetobacter,IFNA,0.047088562260217744,0.3216414969216406,0.5529720747564586,False
Acinetobacter,TGFB,0.018989193972075512,0.6895345230139278,0.837947648899322,False
Acinetobacter,MCP1,-0.03915428114497081,0.4099660708160964,0.6376083838719689,False
Acinetobacter,IL9,0.08988755936158996,0.058134301326285345,0.20022048380765758,False
Acinetobacter,VEGFD,-0.04673496981058175,0.3252925903498485,0.5569208496168063,False
Acinetobacter,TNFB,0.07278643586088272,0.1252396193579541,0.3161618867172117,False
Acinetobacter,NGF,0.06756824663516227,0.15474446281148252,0.360460991114271,False
Acinetobacter,EGF,-0.0197948160775547,0.6770892091957141,0.8287491214615532,False
Acinetobacter,BDNF,-0.06190704108460577,0.19240141451250886,0.41125176588558376,False
Acinetobacter,TRAIL,0.06953242532657167,0.14307500102110032,0.34392425263740717,False
Acinetobacter,GCSF,0.04773808015470737,0.3150045162117053,0.5462916695041448,False
Acinetobacter,GROA,0.11467537328680708,0.015509208329979464,0.08868316456898931,True
Acinetobacter,IL1A,0.04502082147462157,0.3433715383397753,0.5760936022844078,False
Acinetobacter,IL23,0.08906190262832493,0.06048924822918233,0.20496759058774502,False
Acinetobacter,IL12P40,0.023591236927782384,0.6196636885587852,0.7949823844107893,False
Acinetobacter,IL15,0.08128278643472124,0.08677245347699475,0.2573414098604736,False
Acinetobacter,IL18,0.16116247314395318,0.0006437066809731485,0.01075535671361576,True
Acinetobacter,MCSF,0.13328839477015375,0.004856665524694066,0.04089475251165066,True
Acinetobacter,MCP3,0.01782325129633784,0.7076945382776038,0.8496115816070899,False
Acinetobacter,MIG,0.0256228712704883,0.5898293717114627,0.7748584683277717,False
Acinetobacter,RESISTIN,0.10698970553615474,0.024002803571023898,0.1166763499029357,True
Acinetobacter,IL21,0.04552077450229976,0.3380336974051611,0.5695327617535597,False
Acinetobacter,ICAM1,-0.010172213448645188,0.8305586981196191,0.919547130061007,False
Acinetobacter,VCAM1,0.15088415413115863,0.0014117071944946258,0.017680241822283227,True
Acinetobacter,FGFB,0.08140733168916656,0.08628888274719526,0.25621560425356954,False
Acinetobacter,IL22,-0.042107955882364136,0.3755296866124037,0.6058911726884739,False
Acinetobacter,PDGFBB,-0.01109380035892387,0.8154718278128064,0.91102915668389,False
Acinetobacter,VEGF,-0.019238535245287174,0.6856735341069191,0.835521594465514,False
Acinetobacter,LEPTIN,0.08057557101642103,0.08955984126282769,0.26097573608304914,False
Acinetobacter,PAI1,-0.11967008693125315,0.011522903284043023,0.07276923803593602,True
Acinetobacter,CD40L,0.028200131472018445,0.5529621634830527,0.7520440132802585,False
Acinetobacter,ENA78,0.022533878268034963,0.635445787655315,0.8039921613525188,False
Actinobacillus,IL17F,-0.053153689335478066,0.2631761083028635,0.4935115228551699,False
Actinobacillus,FASL,0.1615099154524183,0.0006263225600655581,0.010554338114745763,True
Actinobacillus,TGFA,-0.005769975761212104,0.9033928803860132,0.9549267654777308,False
Actinobacillus,MIP1A,-0.03527834065589771,0.45788417314186036,0.6786681970880257,False
Actinobacillus,SDF1A,0.03347682199584931,0.4811802627244267,0.6993121694213013,False
Actinobacillus,IL27,0.05723064979812707,0.22825195795187272,0.4553952239404091,False
Actinobacillus,LIF,0.03877529002857989,0.4145162030320372,0.6407873184083147,False
Actinobacillus,IL1B,0.024167673754984124,0.6111321998485071,0.7884493163338022,False
Actinobacillus,IL2,0.015362178903506392,0.7465641401549117,0.8723423003055711,False
Actinobacillus,IL4,0.12244950346827518,0.009722481873756102,0.06502322002136204,True
Actinobacillus,IL5,0.035817674196964265,0.4510345589972883,0.6726624330703884,False
Actinobacillus,IP10,0.010235407913610427,0.8295221133772445,0.9189154954121672,False
Actinobacillus,IL6,0.12257255414597305,0.009648895054160948,0.06475071983929111,True
Actinobacillus,IL7,0.03713041677179283,0.43460641838248937,0.6583205397072188,False
Actinobacillus,IL8,0.11207476862492613,0.018028825262056555,0.09722547014953695,True
Actinobacillus,IL10,0.047522085957478484,0.31720158787396713,0.5486880598809559,False
Actinobacillus,IFNB,0.006738677807339715,0.8872740420421935,0.9478486677993003,False
Actinobacillus,EOTAXIN,-0.05215388907597652,0.272274208005627,0.5031076180917472,False
Actinobacillus,IL12P70,-0.02652458396954736,0.5768026358531881,0.7660103874303068,False
Actinobacillus,IL13,0.029478539810135086,0.535102259794308,0.7395258764968861,False
Actinobacillus,IL17A,0.07712769923314675,0.10419334708848346,0.28346741450304286,False
Actinobacillus,IL31,0.19772365612231613,2.659771551439306e-05,0.001197261550415008,True
Actinobacillus,IL1RA,0.06621910282874584,0.16316802219102797,0.3728582203892336,False
